"","name","friendlyName","dimensions","friendlyName_with_dimensions"
"209","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='cgroup_ubzdaczuuf.net_packets_eth0',dimension='received',family='net eth0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='cgroup_ubzdaczuuf.net_packets_eth0',dimension='received',family='net eth0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0){chart='cgroup_ubzdaczuuf.net_packets_eth0',dimension='received',family='net eth0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"210","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='cgroup_ubzdaczuuf.net_packets_eth0',dimension='received',family='net eth0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='cgroup_ubzdaczuuf.net_packets_eth0',dimension='received',family='net eth0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0){chart='cgroup_ubzdaczuuf.net_packets_eth0',dimension='received',family='net eth0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"211","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='cgroup_ubzdaczuuf.net_packets_eth0',dimension='sent',family='net eth0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='cgroup_ubzdaczuuf.net_packets_eth0',dimension='sent',family='net eth0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0){chart='cgroup_ubzdaczuuf.net_packets_eth0',dimension='sent',family='net eth0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"212","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='cgroup_ubzdaczuuf.net_packets_eth0',dimension='sent',family='net eth0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='cgroup_ubzdaczuuf.net_packets_eth0',dimension='sent',family='net eth0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0){chart='cgroup_ubzdaczuuf.net_packets_eth0',dimension='sent',family='net eth0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"213","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.docker0',dimension='multicast',family='docker0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.docker0',dimension='multicast',family='docker0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.docker0',dimension='multicast',family='docker0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"214","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.docker0',dimension='multicast',family='docker0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.docker0',dimension='multicast',family='docker0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.docker0',dimension='multicast',family='docker0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"215","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.docker0',dimension='received',family='docker0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.docker0',dimension='received',family='docker0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.docker0',dimension='received',family='docker0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"216","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.docker0',dimension='received',family='docker0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.docker0',dimension='received',family='docker0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.docker0',dimension='received',family='docker0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"217","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.docker0',dimension='sent',family='docker0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.docker0',dimension='sent',family='docker0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.docker0',dimension='sent',family='docker0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"218","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.docker0',dimension='sent',family='docker0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.docker0',dimension='sent',family='docker0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.docker0',dimension='sent',family='docker0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"219","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.ens3',dimension='multicast',family='ens3',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.ens3',dimension='multicast',family='ens3',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.ens3',dimension='multicast',family='ens3',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"220","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.ens3',dimension='multicast',family='ens3',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.ens3',dimension='multicast',family='ens3',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.ens3',dimension='multicast',family='ens3',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"221","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.ens3',dimension='received',family='ens3',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.ens3',dimension='received',family='ens3',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.ens3',dimension='received',family='ens3',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"222","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.ens3',dimension='received',family='ens3',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.ens3',dimension='received',family='ens3',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.ens3',dimension='received',family='ens3',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"223","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.ens3',dimension='sent',family='ens3',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.ens3',dimension='sent',family='ens3',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.ens3',dimension='sent',family='ens3',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"224","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.ens3',dimension='sent',family='ens3',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.ens3',dimension='sent',family='ens3',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.ens3',dimension='sent',family='ens3',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"225","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.tun0',dimension='multicast',family='tun0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.tun0',dimension='multicast',family='tun0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.tun0',dimension='multicast',family='tun0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"226","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.tun0',dimension='multicast',family='tun0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.tun0',dimension='multicast',family='tun0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.tun0',dimension='multicast',family='tun0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"227","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.tun0',dimension='received',family='tun0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.tun0',dimension='received',family='tun0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.tun0',dimension='received',family='tun0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"228","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.tun0',dimension='received',family='tun0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.tun0',dimension='received',family='tun0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.tun0',dimension='received',family='tun0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"229","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.tun0',dimension='sent',family='tun0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.tun0',dimension='sent',family='tun0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.tun0',dimension='sent',family='tun0',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"230","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_net_packets_packets_persec_average{chart='net_packets.tun0',dimension='sent',family='tun0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.tun0',dimension='sent',family='tun0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.tun0',dimension='sent',family='tun0',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"231","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='CAL',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='CAL',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='CAL',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"232","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='CAL',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='CAL',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='CAL',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"233","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='DFR',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='DFR',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='DFR',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"234","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='DFR',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='DFR',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='DFR',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"235","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='ERR',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='ERR',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='ERR',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"236","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='ERR',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='ERR',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='ERR',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"237","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='HYP',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='HYP',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='HYP',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"238","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='HYP',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='HYP',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='HYP',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"239","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='IWI',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='IWI',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='IWI',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"240","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='IWI',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='IWI',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='IWI',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"241","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='LOC',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='LOC',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='LOC',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"242","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='LOC',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='LOC',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='LOC',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"243","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='MCE',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='MCE',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='MCE',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"244","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='MCE',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='MCE',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='MCE',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"245","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='MCP',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='MCP',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='MCP',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"246","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='MCP',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='MCP',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='MCP',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"247","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='MIS',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='MIS',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='MIS',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"248","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='MIS',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='MIS',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='MIS',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"249","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='NMI',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='NMI',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='NMI',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"250","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='NMI',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='NMI',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='NMI',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"251","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='NPI',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='NPI',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='NPI',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
"252","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='NPI',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='NPI',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='NPI',family='interrupts',instance='[fcfe:f376:9266:5792:f951:e20d:1412:2fd8]:19999',job='netdata'}"
"253","netdata:XSMFRj26ES:EDv743y5Y9:uBZDacZuuF_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='PIN',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='PIN',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='PIN',family='interrupts',instance='[fc2e:9cc3:2ba5:eb3c:3cd5:13cb:bf96:47ff]:19999',job='netdata'}"
