"","name","friendlyName","dimensions","friendlyName_with_dimensions"
"1","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_softirqs_softirqs_persec_average{chart='system.softirqs',dimension='BLOCK',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs)","{chart='system.softirqs',dimension='BLOCK',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs){chart='system.softirqs',dimension='BLOCK',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"2","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_softirqs_softirqs_persec_average{chart='system.softirqs',dimension='HI',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs)","{chart='system.softirqs',dimension='HI',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs){chart='system.softirqs',dimension='HI',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"3","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_softirqs_softirqs_persec_average{chart='system.softirqs',dimension='HRTIMER',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs)","{chart='system.softirqs',dimension='HRTIMER',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs){chart='system.softirqs',dimension='HRTIMER',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"4","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_softirqs_softirqs_persec_average{chart='system.softirqs',dimension='IRQ_POLL',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs)","{chart='system.softirqs',dimension='IRQ_POLL',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs){chart='system.softirqs',dimension='IRQ_POLL',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"5","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_softirqs_softirqs_persec_average{chart='system.softirqs',dimension='NET_RX',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs)","{chart='system.softirqs',dimension='NET_RX',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs){chart='system.softirqs',dimension='NET_RX',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"6","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_softirqs_softirqs_persec_average{chart='system.softirqs',dimension='NET_TX',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs)","{chart='system.softirqs',dimension='NET_TX',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs){chart='system.softirqs',dimension='NET_TX',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"7","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_softirqs_softirqs_persec_average{chart='system.softirqs',dimension='RCU',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs)","{chart='system.softirqs',dimension='RCU',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs){chart='system.softirqs',dimension='RCU',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"8","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_softirqs_softirqs_persec_average{chart='system.softirqs',dimension='SCHED',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs)","{chart='system.softirqs',dimension='SCHED',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs){chart='system.softirqs',dimension='SCHED',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"9","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_softirqs_softirqs_persec_average{chart='system.softirqs',dimension='TASKLET',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs)","{chart='system.softirqs',dimension='TASKLET',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs){chart='system.softirqs',dimension='TASKLET',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"10","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_softirqs_softirqs_persec_average{chart='system.softirqs',dimension='TIMER',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs)","{chart='system.softirqs',dimension='TIMER',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System softirqs (system.softirqs){chart='system.softirqs',dimension='TIMER',family='softirqs',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"11","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_load_load_average{chart='system.load',dimension='load1',family='load',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System Load Average (system.load)","{chart='system.load',dimension='load1',family='load',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System Load Average (system.load){chart='system.load',dimension='load1',family='load',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"12","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_load_load_average{chart='system.load',dimension='load15',family='load',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System Load Average (system.load)","{chart='system.load',dimension='load15',family='load',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System Load Average (system.load){chart='system.load',dimension='load15',family='load',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"13","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_load_load_average{chart='system.load',dimension='load5',family='load',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System Load Average (system.load)","{chart='system.load',dimension='load5',family='load',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System Load Average (system.load){chart='system.load',dimension='load5',family='load',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"14","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_ipv4_kilobits_persec_average{chart='system.ipv4',dimension='received',family='network',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","IPv4 Bandwidth (system.ipv4)","{chart='system.ipv4',dimension='received',family='network',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","IPv4 Bandwidth (system.ipv4){chart='system.ipv4',dimension='received',family='network',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"15","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_ipv4_kilobits_persec_average{chart='system.ipv4',dimension='sent',family='network',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","IPv4 Bandwidth (system.ipv4)","{chart='system.ipv4',dimension='sent',family='network',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","IPv4 Bandwidth (system.ipv4){chart='system.ipv4',dimension='sent',family='network',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"16","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_net_packets_packets_persec_average{chart='cgroup_6xayvczqmh.net_packets_eth0',dimension='multicast',family='net eth0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='cgroup_6xayvczqmh.net_packets_eth0',dimension='multicast',family='net eth0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0){chart='cgroup_6xayvczqmh.net_packets_eth0',dimension='multicast',family='net eth0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"17","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_net_packets_packets_persec_average{chart='cgroup_6xayvczqmh.net_packets_eth0',dimension='received',family='net eth0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='cgroup_6xayvczqmh.net_packets_eth0',dimension='received',family='net eth0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0){chart='cgroup_6xayvczqmh.net_packets_eth0',dimension='received',family='net eth0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"18","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_net_packets_packets_persec_average{chart='cgroup_6xayvczqmh.net_packets_eth0',dimension='sent',family='net eth0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='cgroup_6xayvczqmh.net_packets_eth0',dimension='sent',family='net eth0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0){chart='cgroup_6xayvczqmh.net_packets_eth0',dimension='sent',family='net eth0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"19","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_net_packets_packets_persec_average{chart='net_packets.docker0',dimension='multicast',family='docker0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.docker0',dimension='multicast',family='docker0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.docker0',dimension='multicast',family='docker0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"20","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_net_packets_packets_persec_average{chart='net_packets.docker0',dimension='received',family='docker0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.docker0',dimension='received',family='docker0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.docker0',dimension='received',family='docker0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"21","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_net_packets_packets_persec_average{chart='net_packets.docker0',dimension='sent',family='docker0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.docker0',dimension='sent',family='docker0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.docker0',dimension='sent',family='docker0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"22","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_net_packets_packets_persec_average{chart='net_packets.ens3',dimension='multicast',family='ens3',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.ens3',dimension='multicast',family='ens3',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.ens3',dimension='multicast',family='ens3',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"23","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_net_packets_packets_persec_average{chart='net_packets.ens3',dimension='received',family='ens3',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.ens3',dimension='received',family='ens3',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.ens3',dimension='received',family='ens3',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"24","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_net_packets_packets_persec_average{chart='net_packets.ens3',dimension='sent',family='ens3',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.ens3',dimension='sent',family='ens3',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.ens3',dimension='sent',family='ens3',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"25","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_net_packets_packets_persec_average{chart='net_packets.tun0',dimension='multicast',family='tun0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.tun0',dimension='multicast',family='tun0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.tun0',dimension='multicast',family='tun0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"26","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_net_packets_packets_persec_average{chart='net_packets.tun0',dimension='received',family='tun0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.tun0',dimension='received',family='tun0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.tun0',dimension='received',family='tun0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"27","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_net_packets_packets_persec_average{chart='net_packets.tun0',dimension='sent',family='tun0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.tun0',dimension='sent',family='tun0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.tun0',dimension='sent',family='tun0',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"28","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='CAL',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='CAL',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='CAL',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"29","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='DFR',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='DFR',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='DFR',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"30","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='ERR',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='ERR',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='ERR',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"31","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='HYP',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='HYP',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='HYP',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"32","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='IWI',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='IWI',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='IWI',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"33","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='LOC',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='LOC',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='LOC',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"34","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='MCE',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='MCE',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='MCE',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"35","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='MCP',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='MCP',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='MCP',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"36","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='MIS',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='MIS',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='MIS',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"37","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='NMI',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='NMI',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='NMI',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"38","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='NPI',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='NPI',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='NPI',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"39","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='PIN',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='PIN',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='PIN',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"40","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='PIW',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='PIW',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='PIW',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"41","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='PMI',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='PMI',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='PMI',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"42","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='RES',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='RES',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='RES',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"43","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='RTR',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='RTR',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='RTR',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"44","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='SPU',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='SPU',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='SPU',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"45","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='THR',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='THR',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='THR',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
"46","netdata:XSMFRj26ES:EDv743y5Y9:6xAYVCZQMh_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='TLB',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='TLB',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='TLB',family='interrupts',instance='[fc31:f55e:5ea0:f534:20e5:38c:3edc:e41]:19999',job='netdata'}"
