"","timestamp","sum(rate(container_cpu_usage_seconds_total{name=~'mn.vnf0.*'}[10s]))by(name)","sum(container_memory_usage_bytes{name=~'mn.vnf0.*'})by(name)"
"1","1555315200","0.22078804400000002","176824320"
"2","1555318800","0.29999981999999986","176422912"
"3","1555322400","0.3465915337500002","272478208"
"4","1555326000","0.5542008277499997","200675328"
"5","1555329600","0.680789653875001","190132224"
"6","1555333200","0.4923810575","34897920"
