"","name","friendlyName","dimensions","friendlyName_with_dimensions"
"107","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_ram_MB_average{chart='system.ram',dimension='free',family='ram',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System RAM (system.ram)","{chart='system.ram',dimension='free',family='ram',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System RAM (system.ram){chart='system.ram',dimension='free',family='ram',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"108","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_ram_MB_average{chart='system.ram',dimension='used',family='ram',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System RAM (system.ram)","{chart='system.ram',dimension='used',family='ram',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System RAM (system.ram){chart='system.ram',dimension='used',family='ram',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"109","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_mem_available_MB_average{chart='mem.available',dimension='avail',family='system',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Available RAM for applications (mem.available)","{chart='mem.available',dimension='avail',family='system',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Available RAM for applications (mem.available){chart='mem.available',dimension='avail',family='system',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"110","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_load_load_average{chart='system.load',dimension='load1',family='load',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System Load Average (system.load)","{chart='system.load',dimension='load1',family='load',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System Load Average (system.load){chart='system.load',dimension='load1',family='load',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"111","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_load_load_average{chart='system.load',dimension='load15',family='load',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System Load Average (system.load)","{chart='system.load',dimension='load15',family='load',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System Load Average (system.load){chart='system.load',dimension='load15',family='load',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"112","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_load_load_average{chart='system.load',dimension='load5',family='load',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System Load Average (system.load)","{chart='system.load',dimension='load5',family='load',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System Load Average (system.load){chart='system.load',dimension='load5',family='load',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"113","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_ipv4_kilobits_persec_average{chart='system.ipv4',dimension='received',family='network',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","IPv4 Bandwidth (system.ipv4)","{chart='system.ipv4',dimension='received',family='network',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","IPv4 Bandwidth (system.ipv4){chart='system.ipv4',dimension='received',family='network',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"114","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_ipv4_kilobits_persec_average{chart='system.ipv4',dimension='sent',family='network',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","IPv4 Bandwidth (system.ipv4)","{chart='system.ipv4',dimension='sent',family='network',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","IPv4 Bandwidth (system.ipv4){chart='system.ipv4',dimension='sent',family='network',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"115","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_net_packets_packets_persec_average{chart='cgroup_wayudmkbys.net_packets_eth0',dimension='multicast',family='net eth0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='cgroup_wayudmkbys.net_packets_eth0',dimension='multicast',family='net eth0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0){chart='cgroup_wayudmkbys.net_packets_eth0',dimension='multicast',family='net eth0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"116","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_net_packets_packets_persec_average{chart='cgroup_wayudmkbys.net_packets_eth0',dimension='received',family='net eth0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='cgroup_wayudmkbys.net_packets_eth0',dimension='received',family='net eth0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0){chart='cgroup_wayudmkbys.net_packets_eth0',dimension='received',family='net eth0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"117","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_net_packets_packets_persec_average{chart='cgroup_wayudmkbys.net_packets_eth0',dimension='sent',family='net eth0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='cgroup_wayudmkbys.net_packets_eth0',dimension='sent',family='net eth0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0){chart='cgroup_wayudmkbys.net_packets_eth0',dimension='sent',family='net eth0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"118","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_net_packets_packets_persec_average{chart='net_packets.docker0',dimension='multicast',family='docker0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.docker0',dimension='multicast',family='docker0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.docker0',dimension='multicast',family='docker0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"119","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_net_packets_packets_persec_average{chart='net_packets.docker0',dimension='received',family='docker0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.docker0',dimension='received',family='docker0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.docker0',dimension='received',family='docker0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"120","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_net_packets_packets_persec_average{chart='net_packets.docker0',dimension='sent',family='docker0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.docker0',dimension='sent',family='docker0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.docker0',dimension='sent',family='docker0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"121","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_net_packets_packets_persec_average{chart='net_packets.ens3',dimension='multicast',family='ens3',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.ens3',dimension='multicast',family='ens3',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.ens3',dimension='multicast',family='ens3',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"122","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_net_packets_packets_persec_average{chart='net_packets.ens3',dimension='received',family='ens3',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.ens3',dimension='received',family='ens3',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.ens3',dimension='received',family='ens3',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"123","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_net_packets_packets_persec_average{chart='net_packets.ens3',dimension='sent',family='ens3',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.ens3',dimension='sent',family='ens3',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.ens3',dimension='sent',family='ens3',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"124","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_net_packets_packets_persec_average{chart='net_packets.tun0',dimension='multicast',family='tun0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.tun0',dimension='multicast',family='tun0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.tun0',dimension='multicast',family='tun0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"125","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_net_packets_packets_persec_average{chart='net_packets.tun0',dimension='received',family='tun0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.tun0',dimension='received',family='tun0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.tun0',dimension='received',family='tun0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"126","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_net_packets_packets_persec_average{chart='net_packets.tun0',dimension='sent',family='tun0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0)","{chart='net_packets.tun0',dimension='sent',family='tun0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","Packets (net_packets.eth0){chart='net_packets.tun0',dimension='sent',family='tun0',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"127","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='CAL',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='CAL',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='CAL',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"128","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='DFR',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='DFR',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='DFR',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"129","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='ERR',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='ERR',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='ERR',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"130","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='HYP',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='HYP',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='HYP',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"131","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='IWI',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='IWI',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='IWI',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"132","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='LOC',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='LOC',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='LOC',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"133","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='MCE',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='MCE',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='MCE',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"134","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='MCP',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='MCP',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='MCP',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"135","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='MIS',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='MIS',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='MIS',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"136","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='NMI',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='NMI',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='NMI',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"137","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='NPI',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='NPI',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='NPI',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"138","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='PIN',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='PIN',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='PIN',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"139","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='PIW',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='PIW',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='PIW',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"140","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='PMI',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='PMI',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='PMI',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"141","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='RES',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='RES',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='RES',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"142","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='RTR',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='RTR',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='RTR',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"143","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='SPU',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='SPU',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='SPU',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"144","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='THR',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='THR',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='THR',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"145","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='TLB',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='TLB',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='TLB',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"146","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='TRM',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='TRM',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='TRM',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"147","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='acpi_9',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='acpi_9',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='acpi_9',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"148","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='ata_piix_14',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='ata_piix_14',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='ata_piix_14',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"149","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='ata_piix_15',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='ata_piix_15',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='ata_piix_15',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"150","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='ens3_11',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='ens3_11',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='ens3_11',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"151","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='floppy_6',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='floppy_6',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='floppy_6',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"152","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='i8042_1',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='i8042_1',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='i8042_1',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
"153","netdata:jmSRafpAkY:Gi2E9NYbxy:wayudmKBYS_system_interrupts_interrupts_persec_average{chart='system.interrupts',dimension='i8042_12',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts)","{chart='system.interrupts',dimension='i8042_12',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}","System interrupts (system.interrupts){chart='system.interrupts',dimension='i8042_12',family='interrupts',instance='[fce0:de07:d427:9ec9:12a7:9668:8726:38a9]:19999',job='netdata'}"
